TotalFile:3900	PakTime:2010-4-26 18:54:34	PakTimeSave:4bd570ea	CRC:9ac01ea
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
3390	df2d5c7b	2009-1-4 9:52:8	\setting\map\map_info\hushishuaizhang\info.txt	434	305	4	fa5290c9
3391	df39b0a0	2008-4-15 14:11:59	\setting\map\map_info\juyanze\trap\to_liangxianglin.txt	125	73	4	49a0f4be
3392	df3bf475	2007-10-24 17:55:18	\setting\map\map_info\tongguan\npc\area5.txt	713	376	4	23e00c68
3393	df5e3fae	2008-5-25 23:39:46	\setting\kin\kingame\room10\fixindex.txt	69	69	0	a00f6359
3394	df7661c4	2008-10-27 15:47:34	\setting\map\map_info\jiangjincun\trap\to_sanxiazhandao.txt	377	158	4	f96204bb
3395	df867d16	2008-8-21 11:28:12	\setting\map\map_info\fengduguicheng\npc\area1.txt	2225	888	4	d6a213b7
3396	df8974d3	2007-6-9 12:54:11	\setting\map\map_info\baihuazhen_2\trap\to_baihuazhen_3.txt	629	206	4	c5aeb912
3397	dfabea37	2009-2-19 9:3:39	\setting\npc\droprate\xoyogame\xoyogame_lv2.txt	355	215	4	1128f5aa
3398	dfbbd45c	2007-9-20 17:30:31	\setting\map\map_info\longmenkezhan\npc\area3.txt	3541	1447	4	17230687
3399	dfc60422	2009-7-31 9:59:51	\setting\mission\wlls\league_type\doubleseriesres.txt	1268	675	4	efd5ec5c
3400	dfcf2b69	2009-1-4 9:50:12	\setting\map\map_info\diancangshanzhai_2\info.txt	984	431	4	37d059ec
3401	dfedfa2f	2007-10-24 17:55:16	\setting\map\map_info\shunanzhuhai\npc\area7.txt	713	367	4	841ff4f
3402	dfeff383	2008-7-25 12:38:37	\setting\map\map_info\erhaimoyan\npc\heijingshi.txt	55	52	4	a108a3a5
3403	dff173c8	2007-6-14 14:4:40	\setting\map\map_info\jiangeshudao_shinei\trap\to_midao2.txt	293	121	4	e288f9c0
3404	dff1fa0a	2008-3-6 14:24:18	\setting\map\map_info\shiguzhen\trap\to_chamagudao.txt	221	109	4	35a9b945
3405	e014d04c	2009-1-4 9:51:8	\setting\map\map_info\gusushuixie\info.txt	1126	446	4	b239299c
3406	e03f91d0	2007-6-15 2:11:31	\setting\map\map_info\diancangshan_shinei\trap\to_exit20.txt	251	120	4	9601d8c3
3407	e04ea6eb	2009-1-4 9:53:47	\setting\map\map_info\juyanze\info.txt	3863	1138	4	76fe5778
3408	e050eae3	2008-5-22 16:16:42	\setting\map\map_info\zhanchang_xibei_xiangyang\trap\daying1_houying1.txt	585	238	4	a11005b7
3409	e057d83e	2008-3-17 16:11:30	\setting\map\map_info\qingluodao\npc\lengxueshashou.txt	111	91	4	a01bd844
3410	e05a3e55	2009-9-23 18:30:20	\setting\globalserverbattle\wldh\league_type\singlefaction.txt	816	481	4	4b7c6c05
3411	e05db8c4	2008-9-27 10:16:24	\setting\map\map_info\linanfu_houyuan\npc\jianshi.txt	153	102	4	bf60c2bc
3412	e07820e8	2008-7-8 10:3:22	\setting\map\map_info\longmenshiku\npc\he.txt	97	78	4	6ab1a733
3413	e0956c5e	2008-10-24 16:57:10	\setting\boss\xoyogame\3229.ini	1143	397	4	529137ff
3414	e09856ee	2010-1-22 23:37:56	\setting\xoyogame\npc_pos_lv5.txt	20454	5722	4	74e3908e
3415	e0bcf627	2009-1-4 10:3:29	\setting\map\map_info\yanziwu_1_dshd\info.txt	491	328	4	3c1eab68
3416	e0be3fb2	2008-11-13 18:53:17	\setting\map\map_info\wanhuagu\info.txt	377	232	4	fcbea99c
3417	e0be870d	2008-11-27 21:28:22	\setting\map\map_info\jingshe_mudi\trap\to_jingshe.txt	265	104	4	352ee919
3418	e0d05b0f	2007-6-14 20:11:28	\setting\map\map_info\talin_2_shinei\trap\to_exit23.txt	181	93	4	ba1f7621
3419	e0de6451	2009-1-4 9:58:10	\setting\map\map_info\shamomigong_shinei\info.txt	1667	617	4	310ad74a
3420	e0f8388e	2007-6-9 12:54:23	\setting\map\map_info\diancangshan\trap\to_tianlongsi.txt	321	125	4	f2754c7f
3421	e1061e85	2007-10-24 15:20:55	\setting\map\map_info\zhujianfang\npc\area2.txt	1483	675	4	4702ff1c
3422	e10a765f	2010-4-9 21:21:14	\setting\event\jieri\20100501_laborday\npc_soldier119.txt	433	235	4	1c51ea58
3423	e1103298	2008-9-11 17:30:44	\setting\map\map_info\funiushanhoushan\trap\to_safe.txt	461	163	4	cfe7988d
3424	e11486c3	2008-11-13 11:46:29	\setting\npc\droprate\renwudiaoluo\baoxiang_lv4.txt	214	136	4	9fd56dda
3425	e1215dc4	2010-1-8 16:59:6	\setting\event\jieri\201001_springfrestival\huadeng\hd_chengdu.txt	707	377	4	7c64d6d8
3426	e125a561	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0503.txt	35010	25211	4	68f8eb47
3427	e12982ec	2007-8-13 20:55:15	\setting\map\map_info\diancangshan\trap\to_erhaimoyan.txt	531	176	4	bf13c98
3428	e15ba51f	2009-6-9 11:56:26	\setting\map\map_info\huanggongyushufang\trap\to_exit564.txt	247	105	4	d3f63b6a
3429	e165c70a	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm38.txt	223	130	4	d4d686a5
3430	e1694734	2008-1-24 20:3:0	\setting\map\map_info\bainiantianlao\trap\inside_room.txt	279	111	4	b97fce5e
3431	e16c7235	2009-1-4 9:53:49	\setting\map\map_info\juyanze_shinei\info.txt	1147	467	4	b39b97d7
3432	e170a173	2009-1-4 9:52:12	\setting\map\map_info\jiangeshudao_shinei\info.txt	1986	589	4	db09e9
3433	e17b999b	2010-1-30 23:14:33	\setting\marry\shangcaipuren1.txt	121	76	4	b1ba2c44
3434	e184ad37	2009-11-13 11:23:16	\setting\event\youlongmibao\youlongmibao_mapid.txt	175	78	4	9018b51e
3435	e19b51da	2009-9-27 14:53:51	\setting\map\map_info\longmenkezhan\info.txt	1512	559	4	dc9fcfc
3436	e19fdf3a	2009-1-4 10:1:15	\setting\map\map_info\wangguidufang\info.txt	726	362	4	86a3e312
3437	e1a0e3ed	2009-1-4 10:4:39	\setting\map\map_info\yuanshisenlin_2_gexialingm\info.txt	456	326	4	666332b3
3438	e1c41d8d	2008-3-17 16:19:26	\setting\map\map_info\talin_2_shinei\npc\shaolindizis.txt	209	90	4	b31f3725
3439	e1cb3866	2007-8-16 21:21:4	\setting\map\map_info\baihuagu\npc\area3.txt	2281	985	4	b729ef
3440	e1cc4f6b	2008-5-25 23:39:46	\setting\kin\kingame\room17\difnpctemplet.txt	60	57	4	c3dbf079
3441	e1e73a99	2008-12-15 18:33:39	\setting\map\map_info\shennvfeng\npc\area4.txt	4143	1655	4	62544736
3442	e2096309	2008-1-28 19:43:3	\setting\map\map_info\chengdufu_shinei\info.txt	229	175	4	92bb7e25
3443	e2279006	2008-6-4 2:12:46	\setting\map\map_info\longhuhuanjing_1\trap\to_longhuhuanjing_2.txt	806	263	4	228e6a01
3444	e27bdeac	2008-1-28 19:58:35	\setting\map\map_info\cuiyanmen\trap\to_baihuagu.txt	260	124	4	2f65aae5
3445	e2a1878a	2007-6-9 12:54:39	\setting\map\map_info\funiushan_shinei\npc\nvzi2.txt	55	52	4	94c9fa07
3446	e2a8870e	2007-8-16 21:21:4	\setting\map\map_info\baihuagu\npc\area4.txt	2281	1041	4	2a07bfc4
3447	e2b6ea13	2009-6-20 17:57:53	\setting\map\map_info\qinshihuangling_4\trap\trap_f5_2.txt	517	176	4	726dda68
3448	e2c28c6a	2007-10-18 16:22:45	\setting\event\huihuangzhiguo\meihualing\seedposfile.txt	713	364	4	b0625736
3449	e2ca0ed7	2009-2-27 23:11:31	\setting\mission\wlls\league_award\award_session_2_lv2.txt	1406	448	4	b37604be
3450	e2ca9685	2008-5-22 16:16:36	\setting\map\map_info\zhanchang_shangu_xiangyang\trap\houying3_daying3_1.txt	391	178	4	c62cea48
3451	e2cf105d	2008-12-19 22:45:33	\setting\map\map_info\huanghelou\trap\to_funiushan.txt	419	141	4	44fbc722
3452	e2efd2ce	2010-1-30 23:14:33	\setting\marry\shangcaipuren2.txt	121	81	4	ca1b5df6
3453	e2f3c162	2007-11-27 15:59:31	\setting\item\001\extern\book\levelkarma.txt	995	426	4	748a22ba
3454	e30b116c	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit24.txt	195	97	4	5a05a333
3455	e30d6f30	2008-3-25 0:45:0	\setting\map\map_info\jinguohuangling_1\npc\area3.txt	1329	609	4	60b1fb29
3456	e3118e51	2009-9-27 14:52:48	\setting\map\map_info\tongguan\info.txt	2871	840	4	79f20d92
3457	e31edb24	2009-4-2 21:48:50	\setting\item\001\extern\change\change.txt	4517	927	4	de6df9ea
3458	e33f3e25	2008-11-11 18:16:50	\setting\npc\droprate\droprate006_jingying.txt	1305	457	4	a6a97bd
3459	e33f4650	2007-6-9 12:54:11	\setting\map\map_info\baihuazhen_2\trap\to_chunmeiyazhu.txt	125	71	4	49eed2c6
3460	e34861a1	2008-7-8 10:3:22	\setting\map\map_info\mangshedong\trap\to_exit548.txt	335	116	4	373d445b
3461	e3805002	2009-3-16 10:17:29	\setting\misc\returnaccount.txt	2956	1381	4	e3a8d55b
3462	e38a9308	2007-10-11 10:14:50	\setting\map\map_info\yanziwu_1\trap\to_houdao.txt	251	107	4	96d831a3
3463	e38bb507	2008-9-27 10:16:26	\setting\map\map_info\linanfu_zhulijing\npc\pijiacike.txt	139	98	4	a2db767b
3464	e38ef264	2009-1-4 10:5:4	\setting\map\map_info\yuanshisenlin_2_shinei\info.txt	4864	1253	4	11b23d0f
3465	e3a99a09	2008-5-24 15:20:15	\setting\map\map_info\yuanshisenlin_2_ytfj\trap\to_songtaobieyuan.txt	153	66	4	fcb4894f
3466	e3ac9c40	2008-5-24 15:20:14	\setting\map\map_info\yuanshisenlin_2_dshkgl\trap\to_yuanshisenlin.txt	181	81	4	beaaabd4
3467	e3b8c8cc	2007-7-4 10:55:16	\setting\map\map_info\longmenshiku_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
3468	e3d092a6	2009-9-16 19:52:59	\setting\battle\map\pingyuan\daying3.txt	90	69	4	59efcf95
3469	e3d53818	2008-5-22 16:16:34	\setting\map\map_info\zhanchang_shangu_fengxiang\trap\daying3_yewai.txt	1189	492	4	870c28cf
3470	e3eb3ca4	2009-1-4 9:51:50	\setting\map\map_info\hupanzhulin_1_byg1\info.txt	571	352	4	8e8b9c2a
3471	e406ac4a	2008-9-27 10:14:29	\setting\map\map_info\linanfu\trap\to_zhuxifu.txt	167	83	4	28521491
3472	e407c6b6	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0502.txt	35010	25227	4	a91b3e8d
3473	e411903d	2008-8-21 18:33:47	\setting\npc\droprate\treasuremap\level3\boss_2.txt	3636	902	4	b975c577
3474	e421932d	2009-1-4 9:48:24	\setting\map\map_info\baihutangerceng_yang_2\info.txt	389	297	4	a72319bf
3475	e422bee2	2009-2-11 9:18:34	\setting\task\wanted\wanted_killnpc.txt	7697	3351	4	25602a9
3476	e44827c5	2008-7-23 15:7:48	\setting\boss\75boss_shui\xiaobin_changyong.ini	108	108	0	7ecbaeb9
3477	e45f0ee6	2008-3-12 22:40:3	\setting\map\map_info\tianwangbang\trap\to_balingxian.txt	209	105	4	e13a794a
3478	e4c73e8e	2008-7-8 10:3:22	\setting\map\map_info\huanghelou\npc\yiduiyanbangbangshou.txt	209	138	4	b8252359
3479	e4cace4b	2008-5-25 23:39:46	\setting\kin\kingame\room27\difnpctemplet.txt	60	57	4	873b8d37
3480	e4e1b2e0	2008-4-8 17:16:56	\setting\map\map_info\zhujianfang\npc\area1.txt	2323	1014	4	88766125
3481	e4f8045a	2008-11-11 18:16:57	\setting\npc\droprate\droprate007_shouling.txt	2407	725	4	b823cc7e
3482	e4f89e68	2009-1-4 9:53:17	\setting\map\map_info\jinguohuangling_2_zhchd\info.txt	643	384	4	155f9692
3483	e500ade2	2007-6-14 20:11:28	\setting\map\map_info\talin_2_shinei\trap\to_exit22.txt	223	110	4	fd19409e
3484	e52f43e2	2008-11-13 11:46:29	\setting\npc\droprate\renwudiaoluo\baoxiang_lv3.txt	214	143	4	e390b257
3485	e531b1e0	2009-1-4 9:57:23	\setting\map\map_info\mingjiao\info.txt	2311	888	4	78b64c90
3486	e54bb4a5	2008-9-12 16:2:12	\setting\map\map_info\funiushanhoushan\npc\xianrulingshi.txt	41	41	0	d7691bb1
3487	e5550853	2008-12-15 18:33:39	\setting\map\map_info\shennvfeng\npc\area3.txt	2813	1078	4	546f4407
3488	e5565cbe	2007-8-16 21:21:4	\setting\map\map_info\baihuagu\npc\area2.txt	1693	657	4	54aa38af
3489	e56f4c87	2008-12-15 18:33:38	\setting\map\map_info\mobeicaoyuan\trap\to_mengguwangting.txt	587	211	4	544cf18b
3490	e58e3494	2010-4-9 21:21:14	\setting\event\jieri\20100501_laborday\npc_soldier118.txt	433	234	4	e4b794f9
3491	e5969ae2	2007-6-9 12:54:11	\setting\map\map_info\baihuazhen_2\trap\to_guanyi2.txt	97	61	4	475fbab5
3492	e5a0c088	2010-1-22 23:37:50	\setting\xoyogame\npc_pos_lv3.txt	16227	4487	4	6d4fd60c
3493	e5a79b6e	2009-1-4 9:47:25	\setting\map\map_info\baiguzhen_1\info.txt	655	373	4	6a70749f
3494	e5af2c5e	2009-6-20 17:57:50	\setting\map\map_info\qinshihuangling_3\npc\leader.txt	293	178	4	a1039d60
3495	e5b8833c	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm37.txt	517	182	4	b6c39975
3496	e5c2e85d	2008-7-8 10:3:22	\setting\map\map_info\tianlongsi\trap\to_dariluo.txt	153	78	4	e09626bb
3497	e5c8fdde	2009-9-16 19:52:59	\setting\battle\map\pingyuan\daying1.txt	90	69	4	b3bd895a
3498	e5cde06d	2008-12-4 10:1:44	\setting\battle\map\xibei\dayingeffect3.txt	156	104	4	afa89c75
3499	e5f7e5ef	2010-4-17 17:49:5	\setting\player\task_def.txt	23994	9951	4	5aeec060
3500	e5fd8562	2007-12-10 15:42:3	\setting\map\map_info\yangzhoufu\trap\to_shugangshan.txt	377	158	4	aea9506a
3501	e60dadfe	2009-2-19 15:44:42	\setting\npc\droprate\treasuremap\fuben_obj.txt	341	193	4	ac562a79
3502	e60f964c	2007-12-21 18:2:31	\setting\map\map_info\samanjiao\trap\to_yunzhongzhen.txt	377	153	4	3bd9293a
3503	e623c97a	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\guanka2b.txt	419	132	4	67c168bf
3504	e640a126	2008-11-27 21:22:33	\setting\map\map_info\changgemen\npc\changgemenshizi.txt	335	196	4	75333c3a
3505	e64da2cd	2010-2-23 15:44:36	\setting\xoyogame\xoyo_question.txt	16956	9943	4	8d6a48c
3506	e65e95b7	2007-6-14 14:5:4	\setting\map\map_info\shamomigong_shinei\npc\huoji.txt	83	67	4	32f520b2
3507	e66669e4	2008-12-30 17:16:35	\setting\mission\wlls\league_award\award_session_3_type.txt	134	100	4	545ef755
3508	e68113bb	2008-5-24 15:2:43	\setting\map\map_info\zhichuntai\trap\to_exit522.txt	265	120	4	68d77b7
3509	e69782cd	2008-5-25 23:39:46	\setting\kin\kingame\room12\diftrap.txt	392	210	4	362fe45a
3510	e6997d2f	2008-4-15 10:47:54	\setting\map\map_info\huqiujianchi\npc\dengjiaoling.txt	251	160	4	ad0f4fe1
3511	e69ae41f	2009-1-4 9:59:55	\setting\map\map_info\tangmenbieyuan_2\info.txt	1224	475	4	e753b4c3
3512	e6df9c04	2008-9-12 16:2:14	\setting\map\map_info\funiushanhoushan\npc\xuehunzhu.txt	39	38	4	66ab44a5
3513	e6e4a9a4	2007-9-26 17:17:9	\setting\map\map_info\jianxingfeng\npc\jiguanshou.txt	433	222	4	798dd052
3514	e6fb24b2	2007-6-9 12:55:41	\setting\map\map_info\qingluodao_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
3515	e70368e5	2008-11-18 17:32:11	\setting\map\map_info\funiushanhoushan\npc\zoudiji.txt	3331	1389	4	e20a4638
3516	e7141dbb	2010-1-22 23:37:53	\setting\xoyogame\npc_pos_lv4.txt	18884	5034	4	f5a8790c
3517	e720fff9	2009-6-20 17:57:53	\setting\map\map_info\qinshihuangling_4\trap\trap_f5_1.txt	405	170	4	7141ce05
3518	e727a450	2008-5-22 16:16:40	\setting\map\map_info\zhanchang_xibei_fengxiang\trap\daying1_houying1.txt	585	238	4	a11005b7
3519	e759aea7	2007-9-17 17:51:55	\setting\map\map_info\tianlongsi_shinei\trap\to_guanrilouerceng.txt	223	103	4	c7f80812
3520	e7667085	2009-7-3 15:58:11	\setting\npc\droprate\qinling\f4_special.txt	303	193	4	7e6b0730
3521	e76a84b1	2007-8-13 20:55:15	\setting\map\map_info\jinguohuangling_1\npc\area2.txt	1707	781	4	e710f901
3522	e77ead68	2008-5-22 16:16:23	\setting\battle\map\xibei\daying1yewai.txt	893	434	4	cb6d8556
3523	e7963752	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\to_exitmanzhangshan.txt	637	220	4	494da1c6
3524	e7a413bd	2009-2-27 23:11:29	\setting\mission\wlls\league_award\award_session_2_lv1.txt	1342	438	4	2025b245
3525	e7b5d9d4	2007-6-12 23:11:12	\setting\task\scroll\scrolltask.txt	458	149	4	5dea0ffe
3526	e7d28803	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit23.txt	181	93	4	ba1f7621
3527	e7ef0f65	2010-3-26 19:34:41	\setting\mission\gbwlls\league_award\award_session_2_type.txt	133	112	4	a8a14fd8
3528	e7f82196	2009-7-31 16:1:2	\setting\xoyogame\card_room.txt	552	347	4	3f180a58
3529	e8063146	2008-12-25 17:21:18	\setting\task\linktask\entity_killnpc.txt	20208	4621	4	df7801ca
3530	e8145d5c	2008-8-21 18:33:45	\setting\npc\droprate\treasuremap\level3\boss_1.txt	3534	891	4	ce7d3729
3531	e824559d	2009-3-16 11:59:4	\setting\boss\domain\95boss_mu.ini	892	364	4	49c1fdd4
3532	e82f2c28	2009-1-4 10:4:37	\setting\map\map_info\yuanshisenlin_2_gexialingf\info.txt	456	327	4	91e9871e
3533	e83cb465	2009-9-14 9:58:29	\setting\xoyogame\npc_pos_lv2.txt	14377	4028	4	82bff396
3534	e84006b4	2008-6-4 11:59:3	\setting\task\gouhuo.txt	800	475	4	95c98ba8
3535	e844ddd3	2008-5-25 23:39:45	\setting\kin\kingame\room05\obstacletrap.txt	75	61	4	6534eeef
3536	e874a8df	2009-1-4 9:56:33	\setting\map\map_info\maowu_2\info.txt	367	271	4	788f2cc7
3537	e875421a	2009-2-19 9:3:25	\setting\npc\droprate\treasuremap\level2\boss_hard.txt	5310	1257	4	66122e41
3538	e88ac768	2008-5-22 16:16:44	\setting\map\map_info\zhanchang_xibei_yangzhou\trap\daying1_yewai.txt	1742	688	4	2984a614
3539	e89a3eb9	2008-5-25 23:39:47	\setting\map\map_info\shenmibaoku\trap\to_yuejian.txt	416	151	4	21b340d7
3540	e8a4eaa3	2008-11-27 21:28:23	\setting\map\map_info\jingshe_yuan\trap\to_wuyishan.txt	223	94	4	77d273b8
3541	e8ba239a	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit22.txt	223	110	4	fd19409e
3542	e8c43746	2009-1-4 10:21:31	\setting\map\map_info\baimanshan\npc\zhangqi1.txt	657	334	4	e31019a3
3543	e8db190d	2008-12-15 18:33:39	\setting\map\map_info\shennvfeng\npc\area2.txt	3793	1485	4	548eea7b
3544	e8e2cc66	2008-9-27 10:19:45	\setting\map\map_info\wulingshan\npc\shenwujunshi.txt	251	156	4	22a25823
3545	e8f0f116	2007-8-16 21:21:4	\setting\map\map_info\baihuagu\npc\area1.txt	2491	1079	4	5e3d3be1
3546	e8fd507c	2009-6-20 17:57:52	\setting\map\map_info\qinshihuangling_4\npc\enemy.txt	573	313	4	bae74e90
3547	e90cde6e	2008-5-25 23:39:46	\setting\kin\kingame\room22\difnpctemplet.txt	60	57	4	c3dbf079
3548	e917a097	2009-9-16 19:52:59	\setting\battle\map\pingyuan\dayingeffect3.txt	145	99	4	24d6d1f2
3549	e9210c01	2008-11-13 11:46:29	\setting\npc\droprate\renwudiaoluo\baoxiang_lv2.txt	214	139	4	49398261
3550	e923f772	2008-1-24 16:21:22	\setting\map\map_info\dalifu\trap\to_daliduanshi.txt	335	141	4	81455de2
3551	e930675d	2009-9-16 19:52:59	\setting\map\map_info\zhanchang_pingyuan_xiangyang\trap\daying3_houying3.txt	474	182	4	a7ec2cb3
3552	e93cade3	2008-11-11 18:17:17	\setting\npc\droprate\droprate011.txt	1051	420	4	a3fe28f2
3553	e94c0664	2009-1-4 10:2:50	\setting\map\map_info\xixiahuangling\info.txt	2244	680	4	e501fc61
3554	e9583a0f	2007-8-23 18:59:56	\setting\map\map_info\huqiujianchi\trap\to_hanshangucha.txt	335	124	4	3443b565
3555	e96274cb	2008-5-25 23:39:46	\setting\kin\kingame\room26\diftrap.txt	15	15	0	e5b7b959
3556	e96f33ba	2008-5-24 15:2:42	\setting\map\map_info\funiushanzhuang\trap\to_exit529.txt	195	99	4	7ce81f8d
3557	e975e01a	2008-3-17 15:53:10	\setting\map\map_info\jinguohuangling_2\npc\tianrendizi.txt	321	196	4	efcf32f7
3558	e976a36b	2008-8-21 11:28:12	\setting\map\map_info\fengduguicheng\trap\to_jiangjincun.txt	699	232	4	93cb9536
3559	e9b1bfc5	2007-6-14 20:11:28	\setting\map\map_info\talin_2_shinei\trap\to_exit21.txt	265	124	4	b4bfc25d
3560	e9c21dec	2008-5-24 15:2:43	\setting\map\map_info\taihouqingong_1\trap\to_exit519.txt	265	120	4	68d77b7
3561	e9f16f65	2008-7-4 18:51:14	\setting\boss\75boss_shui\xiaobin_wuxinggu.ini	108	108	0	fd3d4bdc
3562	e9fc4f6e	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm36.txt	251	140	4	aee03ed8
3563	ea0ad31f	2007-6-9 12:55:9	\setting\map\map_info\jiulaofeng\trap\to_biyueshantang.txt	237	100	4	ec60ea9e
3564	ea289567	2008-3-12 21:32:34	\setting\map\map_info\taozhugongyizhong\npc\yicengxiaoguai.txt	181	112	4	c920f54
3565	ea321da5	2009-8-6 16:37:22	\setting\map\map_info\kunlunpai\info.txt	3238	1006	4	33df5b0e
3566	ea3e83ae	2007-12-25 10:11:55	\setting\misc\adjustcolor.txt	1031	533	4	d9593ae4
3567	ea3eaf34	2007-6-14 14:5:4	\setting\map\map_info\shamomigong_shinei\trap\to_jiujiao.txt	209	95	4	58ad826e
3568	ea4a610e	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\guanka2a.txt	447	152	4	4f22cf3f
3569	ea5c5c5d	2009-2-23 16:8:18	\setting\mission\wlls\league_award\award_session_5_type.txt	150	112	4	626cfc89
3570	ea686f3e	2009-2-11 9:18:16	\setting\map\map_info\wuyishan\info.txt	3041	909	4	7b048cb
3571	ea87d9dd	2008-9-12 19:7:21	\setting\xoyogame\npc_pos.txt	821	321	4	22877e43
3572	eaaf6c40	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\trap\to_cangyunxuan.txt	104	63	4	6c13fd7b
3573	eaf865ae	2008-10-24 14:57:50	\setting\map\map_info\liansaihuichang\npc\huichangchuansongren.txt	69	66	4	7c11787f
3574	eafef9f6	2008-7-9 17:30:34	\setting\event\reaward\batch02.txt	40573	3624	4	4b90a20a
3575	eb05ad3a	2007-6-9 12:54:59	\setting\map\map_info\hupanzhulin_1\trap\to_zhengting.txt	83	62	4	4a2201da
3576	eb07a524	2008-8-22 9:30:26	\setting\npc\droprate\shenmibaoku\boss_shenqiangfangwan.txt	885	352	4	c6dd5247
3577	eb2817c2	2008-5-24 15:13:47	\setting\map\map_info\longhuhuanjing_1_qxzs1\trap\to_longhuhuanjing.txt	139	76	4	df9e178c
3578	eb403e77	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\npc\guyongwushi.txt	153	100	4	a6b4bdb1
3579	eb49de44	2007-8-23 18:59:56	\setting\map\map_info\fenglingdu\trap\to_dukou4.txt	377	147	4	960552ab
3580	eb51edb3	2007-10-18 16:22:45	\setting\event\huihuangzhiguo\dongtinghupan\seedposfile.txt	713	358	4	84809800
3581	eb529dbe	2009-4-22 18:13:49	\setting\map\map_info\hailingwangmu\info.txt	2339	605	4	76801a44
3582	eb5d78fa	2008-5-25 23:39:46	\setting\map\map_info\shenmibaoku\trap\to_tianjian.txt	377	139	4	81ecb531
3583	eb636e0f	2009-9-26 20:35:51	\setting\event\eventplantform\plantform_award\award_session_1_part3.txt	356	137	4	3d03df35
3584	eb696818	2009-6-9 12:14:17	\setting\map\map_info\yunuange\info.txt	490	321	4	885a80b5
3585	eb889905	2008-3-25 0:45:38	\setting\map\map_info\junmachang\npc\area4.txt	3933	1579	4	582a49bf
3586	eb9e2fda	2007-6-9 12:54:34	\setting\map\map_info\erhaimoyan\trap\to_chamagudao.txt	405	140	4	a303725
3587	eba15fea	2007-6-9 12:56:0	\setting\map\map_info\tianlongsi_shinei\trap\to_exit28.txt	265	127	4	85cb826c
3588	ebb03a32	2007-8-13 20:55:15	\setting\map\map_info\jinguohuangling_1\npc\area1.txt	993	476	4	a947c5b2
3589	ebb9fea8	2008-5-24 15:14:53	\setting\map\map_info\qingluodao_cang2\npc\tianwangdizi.txt	97	72	4	790195f2
3590	ebea99d5	2008-5-16 16:51:52	\setting\player\pkpunish.txt	214	123	4	ab9b4676
3591	ebf445e7	2008-5-22 16:16:42	\setting\map\map_info\zhanchang_xibei_xiangyang\trap\houying1_daying1_2.txt	351	170	4	3bdaeca4
3592	ebfde763	2010-3-26 18:58:10	\setting\mission\towerdefence\npc_move_left.txt	189	107	4	581efdaa
3593	ec0841e7	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\npc\beiqindeminnv.txt	55	52	4	8df9431b
3594	ec0a7d5d	2007-7-16 17:37:39	\setting\map\map_info\huanhuaxi_shinei\trap\to_murenzhenchukou.txt	209	96	4	39dc93ab
3595	ec0c61b0	2007-6-14 14:4:40	\setting\map\map_info\jiangeshudao_shinei\npc\kugong.txt	97	76	4	c14cd1cf
3596	ec12a0d0	2007-6-9 12:56:0	\setting\map\map_info\tianlongsi_shinei\trap\to_exit27.txt	265	129	4	cf9d3b7a
3597	ec1f2b52	2008-3-18 9:17:34	\setting\map\map_info\yunzhongzhen\npc\yijunshiwei.txt	39	39	0	33ba3c89
3598	ec25a33b	2008-6-26 21:26:4	\setting\kin\kingame\copynpctemplet.txt	576	316	4	40af02c8
3599	ec3a5ca5	2008-10-24 16:57:10	\setting\boss\xoyogame\3224.ini	294	136	4	834ff8de
3600	ec3ec23d	2008-5-25 23:39:46	\setting\kin\kingame\room10\diftrap.txt	236	139	4	402c8772
3601	ec4325bf	2008-5-22 16:16:42	\setting\map\map_info\zhanchang_xibei_xiangyang\trap\daying3_yewai.txt	2211	815	4	6d52b100
3602	ec4916c7	2008-12-15 18:33:38	\setting\map\map_info\shennvfeng\npc\area1.txt	3583	1440	4	85f7863
3603	ec5e4386	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\trap\to_fengyan.txt	299	120	4	ece99879
3604	ec783367	2008-5-24 15:9:12	\setting\map\map_info\jianxingfeng_ceng2\npc\shixiangshouhuzhe.txt	399	249	4	3c0211cf
3605	eca7ccbb	2008-12-4 10:1:43	\setting\battle\map\xibei\dayingeffect1.txt	145	103	4	74b9f6d8
3606	ecade027	2007-8-17 17:32:37	\setting\map\map_info\longquancun\trap\to_wudujiao.txt	363	165	4	83fa35e3
