jxAccount	jsAccDatabase	jsAccount	nAccValG	nAccValS	jxServerGroup
sxhbptxwsvsjxqy8	2	sxhbpjxqyvsjxsj518	477442	56	241
sxhmxcwp	1	chao26419585	152989	51	41
sxiaodong	1	sdp19790423	238774	4351	41
sxly仙	1	jianxiafengfeng	259564	113	41
sxy_1113	2	minnie_1113	141018	991	12
syj_1204	1	cz0820	330944	1282	11
szg13853925666	2	szg13675391868	233067	85358	31
szj831228	2	lingbingbing3642	72138	50	31
szxxyy200	3	wen820510@163.com	368187	32	41
szy333333yzs	2	leisimaozhuanshi004	55621	3968	31
t694214256	1	qswz813	97782	307	241
tabiantai2003	1	kltter520	76558	38	11
talent000	3	xjh980408	106955	575	41
taltaltal1234	3	200851198	212374	301	12
tam145079	1	8060627@qq.com	55296	223	11
tangfeng9999	6	hxhjxsjbox	129885	1375	41
tangqing_519	4	174637724	111154	392	241
tanhongjiao2008	5	st_king369	151722	109	41
tanqiyong2	1	hao4723006	223768	332	241
taolei19831220	5	xbbb007109	248054	1309	31
taoyi1980	1	TAOYI19800812	743592	362	12
tasney1	1	songyifeng01	180048	127	11
tbwjjwyj	1	nrwcl	166141	949	41
tel3228386	4	piaieil	762535	1355	31
test2001	1	fdp118	61319	50	41
thinkingyou	1	pp831026841125pp789	192985	417	41
thit1977	2	zhang778893210	81494	540	181
tiantian19831111	1	wdandan1982	1424355	450	11
tianxie112	2	zhbtianxiezhb	553281	7630	181
tianxue111tq	1	tianxue777linlin	708114	1910	241
tianxue518	1	tianxue555linlin	71222	2631	241
tianxue7878	1	tianxue333linlin	95775	441	241
tianxue888	1	tianxue888linlin	299002	3404	241
tianzi145	1	330907812@qq.com	191708	3889	41
tiejia002	3	fy991214	82916	102	41
time_0108	3	zhjly0108	96219	279	41
tinglovefei	1	tingting19850225	421219	349	41
tk1981	1	mvp_tk	235471	627	12
tllxs4321	3	tlltq123	270034	1041	241
tntbnbjacky	4	zds10103	138830	420	241
tommary111	1	yangxiaoyan51015	155440	1252	41
tommymax168	1	tommymax2009	138586	72	12
tongling700926	1	tonglingsc	306098	1559	41
tonyfancy2006	5	long448685767	579329	263	31
totohot520	1	441558328	146069	103	241
totosea	3	xiansea1	245923	221	11
tqtbg123	1	rukawa3490	380928	450	41
tryitonce	4	leemar90	206070	1017	41
tsq911	1	tyflchtzs12	100482	152	41
tt_8798	1	tt_82756998	232600	3072	241
tuo_niao	1	tianjilaoren	2012944	5322	241
tuyizui55	3	tuyizui9999	307597	1633	241
tuyizui555	3	tuyizui66	1602757	8198	241
txp197908	3	13715288	249833	133	241
txylyptgf	1	459511002@qq.com	129802	1575	41
tzlfne	1	578894550good	386893	6600	41
tzw23301076	2	28362323	155039	4945	31
uidskf0121	1	uidskf0119	217174	575	41
userwoodl01	2	87083085	359392	464	11
uu1999	1	csz002	187534	472	41
victorddddd	4	931046050	238936	2822	41
victordfm	3	670329945	223444	778	41
vip3635159	1	ghh3635000	70573	1471	241
vip404	1	107591336	679052	254	41
vip715	4	piv77887	215181	388	11
vip_tw1020	1	ll790904	206260	582	41
vivahyuk	5	wlzvictor0	54970	179	241
vvvvvwwwww	1	lzq13662317998	582833	450	41
w123b123	1	qq65979666	206841	1537	11
w20995858	6	w5256018	277318	418	41
w83282283l	4	a376835768	232788	9832	41
wa1963wa	6	wa1963wang111	117849	45	12
wa1965	6	wa1965wang	155457	1498	12
wa1990wa	4	wa1990wang	72305	346	12
wanfqj	6	ccbhumin	209823	998	12
wang1zhan8	5	rtn886	111538	10760	181
wang668899	2	d6ty8pklm013	960562	3246	181
wang721124	1	wangnansi2009	106667	799	41
wang_0316	1	wang_0316	222182	4800	11
wang_weic	5	13134236133	192967	2243	31
wangbaoqing	1	rodger_362	284393	632	11
wangbulfy568	3	hytzmc1977	167276	2912	12
wangerer	3	wang22feng	384425	1451	41
wangfei86777981	2	mideawf	170749	570	31
wanghuaping	6	wangpingping10838	105889	1500	41
wangjiateng2007	5	wangjiateng2002	286032	1206	31
wangjie_999	5	lixin132528	165758	412	31
wangjintao01	1	wangjintao01	160705	4479	31
wangpt1314	4	abs560920888	149641	216	12
wangqianyun8212	1	wujun19771108	93770	50	12
wangrenbo	5	xinheweida	321238	863	12
wangruiwei	4	juju52920882	530653	58	31
wangshuo1986	2	wangshuo0916	269393	1292	31
wangwangmoon	4	ldxhkhwang	225376	787	11
wangwei3653453	3	ww3653453	455363	1504	241
wangwen_0066	4	gd_longchuan	130351	337	41
wangwx1223	4	ysl_sars2	126599	2940	41
wangxinyultc	2	wxy2wxy2	252020	1500	31
wangxuan665801	1	wangxuan665801	205436	199	41
wangxue860309	4	sdmsa860309	452733	2388	241
wangyoufeng4	2	luyao19681102	1163720	21	31
wanhong1213	6	wanhong1213	111826	1243	41
wanxia000	1	xuxu3395555	164605	396	41
wanzhuqing	1	ljclhkd	209232	99	41
wanzii622	5	baobao36218777	301791	1289	31
wastion	6	ken_lpz4	261561	8067	241
wastion05	6	ken_lpz3	168615	492	241
wavjaidejiusni	1	13681690667	70642	437	241
wawddd010518	2	jiahongqian34	325890	1428	12
wbj724	1	wbj724wbj724	2180727	9876	12
wbsyghr00000	4	wyq66201	396269	156	12
wch462	1	86401651	194830	2270	41
wcjhj11	5	5115660tian	271517	869	31
wcldqf520	3	kstg5710718	243292	2708	11
wdjx187550wa1	5	happynjl	477512	3473	31
wdxiehuiwyq	2	lihongjie0532	162030	1006	31
weidj88	1	rukawa3489	71307	61	41
weiwei1906	1	smann101051	452398	486	241
weizi_2001	6	weiaining_ai	443867	1385	11
wenjq11	1	wenjq11	406011	1371	11
wenrende	4	lalala401	66565	437	181
wenzhi168	1	PK222223	128161	550	41
wertzhang6	3	68639895	345350	1119	241
wertzhang7	3	baojian200703022	202803	863	241
wet198512378945	4	zcl810214	436425	1502	12
wetu1546	1	rukawa3491	240684	83	41
wf9588	1	gong000224	124100	1138	11
wgijwguw201314	1	kgdqukqidtf201314	399167	152	11
whale0580	1	hsn712	134139	1288	12
whbwj5227850	1	whbwj8288	447977	2988	11
whjfqc	3	qq409397584	113201	3149	41
whx710905	3	1342766	148359	422	11
why991108	5	why3820034	148340	1079	31
wind9019	6	zhumgkid	152799	948	12
wint1985	1	pauleoxia6	141206	1631	41
wjg_666	2	jianxiawjg3	298029	1274	31
wjl1990	4	jackwhip50	107277	2327	12
wjl5210214	1	pauleoxia4	142986	1253	41
wjl_001	1	jreeold_520	102173	219	41
wjx6891092	1	ch5737164	206335	3194	241
wjxdd7gh	1	wjxdd11gh	67760	1150	41
wjzfdf666	2	wjzfdf7777	178138	907	31
wlhwxf2000	1	88017262z	77037	142	11
wlmqwggmd	1	xjwhc	200329	443	41
wlzdgigi	5	wlzdgigi	259894	1038	41
wmyniuniu	1	5love_niuniu	790070	5366	41
wnq198319831983	5	mj2005282sina.com	132357	64	41
wo403318	6	wo20090412	102452	1501	11
wo86wo	5	wo365527607	107167	1318	41
woailanlan219	1	woailanlan219	116357	518	241
woairulianhui	4	542370797	356822	5912	31
woaiyaoyao_100	3	821688lll	415804	784	41
wobuxiangshuoni1	6	106884825	289774	163	11
wodeliuliu	3	wodeliuliu23	156611	1034	241
wojiaokekai	2	woridaohaozhe710123	201246	1794	31
wokaoshizhong	6	2009haojun	463106	508	11
wolf0546045	1	hero010201	75541	1224	41
womenshiyijia	4	womenshiyijia_369	126503	2383	241
woshinvwa	5	416493060xkc	461563	217	31
wotsin100	1	wotsin	203324	551	12
wotsin1000	1	wotsin101	139199	1032	12
woyun3621877	5	1372134000701	237941	1575	31
wp8158	4	zds202076	106416	683	41
wpp_zjh	1	ctdcai03	85720	247	241
wrt8881	2	jiahongqian29	105311	465	12
wscxyccx	4	pyxjez4	393759	8156	12
wsdxd533	4	wsdxd533	144767	500	241
wtozzn	2	176103547	75520	112	31
wtytang	1	duerliuli1	257362	1361	41
wudang5d	1	15885171700	120476	4924	41
wudiyaya	1	wendyguo2009	164256	3749	12
wudugongzi123	1	107683481	273827	1212	41
wuganpan509	1	07163275007	232652	2256	11
wuhuijianxia0923	6	qiqiwananyan525	526913	381	241
wuhuijm	3	wuhuiwazj	603025	9875	12
wuhuikm	3	zhujianlin99	256355	584	41
wujuntoo	4	sxzxlxs_20080808	282400	541	41
wuleijiande	5	libaipoliu2009	143308	1075	181
wuminli521	4	zqdhs521	286284	7171	12
wuzen39288	3	960582ab	373092	5250	41
ww2061828ll	4	ww2061828mm	430821	58126	41
ww2310082	6	no115929395286	154755	1076	41
ww_xxx_asdf	3	cfb_2009	228408	1691	11
wwdoc2006	1	wwdoc2008	63318	1485	241
wwll73	5	wwll06	563638	8142	31
www.f5.com	1	tawakitty2008	195346	282	12
www382157017	4	13101088966	100145	34	241
www422587909	1	www4225879091	144406	749	241
www54713892	1	shirongju4	91721	3884	41
wwwgaoyucom	1	wyf19801123	219714	1228	241
wwwjjj12	1	zengbaoqian1@tom.com	214524	113	11
wwwjuejiancom	4	star_king369	237944	8066	41
wxea158848	1	wyx158848	187716	1309	41
wxf889	1	wangxianfa2058	174259	19919	11
wxfx0926	1	wxfx0926	62804	864	41
wxg19830625	2	kstg3792333	147074	124	31
wxs13911053379	2	travis19841015	2087350	51	31
wxxk000008	1	wyd158848	199828	381	41
wxxk124228	1	ghy760308	151974	1133	41
wyl720032	2	yun720032	107340	2397	31
wyn9999	2	zhaoshen1111	771685	17927	31
wyp1980123	1	wyp1980123	330675	353	12
wyr19600502	2	XJBHRNM51763	141321	898	31
wys2514	4	wys0506	58873	801	31
wyx1222	5	wuyaxin12_22	637024	2078	31
wyxwyxwyx111	5	wuyaxin_1222	548148	2724	31
wzf19781016	5	ziyouwushuang	588627	1237	11
wzh831511112	4	zds202068	126046	340	41
wzhshgbd	3	hjbjxqy	142254	1399	12
wzjx88252525	6	luozonghai_04	169810	1358	241
wzq1wzq8	1	wzq669	648812	1336	241
x04937w	1	xw50860	119176	1024	41
x19850816q	1	gxhyyl3	60030	470	41
x50860w	1	xiaoxi520@sina.com	145032	968	41
xaq2000	3	tenair	100951	308	12
xcd222	1	heijing168	213022	356	41
xch3075660	2	yimingkl	767875	1669	31
xf_fan039	2	tzf37013	85145	453	31
xfwzchqj	1	qiaolei760604	442789	9871	12
xg3912249	2	qyyyzazayhyh	316917	1961	31
xgwcyxwy	2	lingning009	271156	238	31
xh2824282	3	435596189	272499	83	241
xhf828	1	czb2323	98855	886	12
xhfxhf315	4	dandanaimama	629282	2457	12
xhy123vvv	1	xhyttt	340219	75	241
xhy_1983	2	4991784	125694	774	31
xiabeiling998	1	yangxioaxiao1963	207466	1907	41
xiajipeng007	5	xiajipeng007168	169433	399	31
xiang249398229	1	445964730@qq.com	142180	306	241
xianghuaman444	1	xianghuaman444	145014	2654	11
xiangzhiguo	1	85407613	270730	2167	241
xianlucao001	1	zs_xianlucao	208207	104	11
xiao0715	1	wei520chp	141686	760	12
xiaoao111	6	hjy3377	180766	2712	241
xiaocanghai122	4	xhfdy122	102329	248	11
xiaochunmei520	3	15959576471	205429	699	241
xiaofang811724	1	liyao831126	64738	446	12
xiaogu17173	1	ljw13529028172	61640	814	41
xiaojuncen	1	rockyhua2	153536	828	11
xiaojunzi007	3	94189238	373426	5529	41
xiaolin9958	2	xiaolin6612112416	659769	5346	31
xiaomeiziaa	2	bbcc1314.	446718	255	31
xiaomiqing	6	hwj8782012	289637	858	11
xiaonan824925	1	358582038	204579	1262	12
xiaoqiang8477	4	xiaoqiang8477	522424	1593	41
xiaoshenxiana	2	caiqiliumang	264628	281	31
xiaoxian_2006	6	w106935	401564	390	41
xiaoyaokuang	4	xw_hlj_02	77467	400	241
xiaoyaoxiadi	4	xiaoyaoxiadi	98438	195	12
xiaozhe0610	1	fzg0620	266919	62	11
xiaxiantongxin	2	03590032	212396	1488	31
xichuwuba58	1	xichuwuba58	1232793	5827	241
xiepeng133	3	sz1974121304	60840	386	41
xieyanhuawo8	4	xieyanhuawo11	85468	35	12
xinyi19831210	4	xinyi19831210	295440	0	241
xjs19699210	3	xjs196992_10	335267	1100	11
xjxlym	1	jifeiyang8	199652	142	11
xlcy888	1	xiaopingxlcy@147	536928	4284	41
xlcy999	1	qhmhad	317860	530	41
xliuxu	5	dshuangj13017618666	587681	1497	31
xlxqh123	1	xlxqh123	505171	286	241
xnx_xnx	3	duwuchangkong1	256984	1490	12
xp1982926	4	exe19801711	380077	2790	41
xsr1209	1	qq33023307	420874	252	41
xsr520	1	20915866_xlj	204569	223	41
xsy7015	4	zqf1028	778815	2097	41
xszx_zl	6	xs65730205	71097	538	41
xt10000xt_66	6	xt1000000xt_06	143376	59	31
xtje199	5	xliuxu@163.com	146462	1452	31
xtmc123	1	hf850927hjx1	164975	433	241
xuanyuanzhang	1	mengzhongyouyu	158781	452	41
xubo_1978	3	txj_2009	127052	38	241
xudan860218	6	WTU81099917	90587	1196	12
xuefenfeihujia	1	kaixian13579	292907	1848	241
xuelinp	6	pxuelin@sohu.com	123519	19363	12
xujiaguo	5	xujiaguo001	394046	2733	31
xujing1818	1	xujing1818	623314	3228	12
xuliang130	1	yaner1108	293684	3492	12
xupeng168	4	zds101012	326252	816	41
xutao446aaa	1	whbwj9299	106796	1612	11
xuting9999	6	13583865@qq.com	63085	1471	41
xuxin7315	4	zds202069	176197	386	41
xuxu3395555	1	805328778	86571	730	41
xuxu3395566	1	jxah060273	133774	363	41
xuyali_110	5	xuyali_110	776356	0	31
xuyi82348234	6	9939xuyi	1332816	4000	12
xuyi83888388	6	8388xuyi	326391	60	12
xuyiyi1982	3	yangjiang930	193756	706	12
xuyongsc	1	wisuadan	988143	349	11
xw3336376	1	ww820818	182955	1377	41
xw50860	1	x50860	114276	1511	41
xwd8236261	1	xwd13773336152	328391	1000	12
xwtzmrp01	1	xwtzmrp7202660	681497	0	12
xx007ss	2	zhm123465	132004	2368	31
xx987564	3	xxi987654	109839	932	41
xxh170113	1	kxgdcs62321	74034	1331	241
xxh830109	4	gdsmzsaaaaaa2	208037	935	241
xxxfdq	1	luke_lx@126.com	112964	103	241
xy1203os	3	suxm3	244108	1485	41
xyt123	1	248146227	360337	1601	41
xywm752o	4	xw_hlj_03	111342	393	241
xyxy1964	1	xiaoyang136138	111680	813	241
xyylccy	1	xyylccy	165827	9848	41
xzlsn2615823	2	bsszxx5	122503	243	31
y13525325	3	13860006026	413730	1733	41
y_chromosome	1	chenqunxing08	185756	697	11
yagami8296	6	ccbzhangyang3	512824	626	12
yan4484220888	1	leemenzhou	179394	1129	41
yanbao_121	1	walulu2008	404295	1339	12
yanbohua1980	1	ybhjs1980	205204	1492	241
yancaitingyu	1	caiyanrenyi	111004	2716	241
yang051	1	caist@QQ.com	242079	1281	11
yang6683116	1	yang6683116	332574	4861	41
yangbinfang	4	bbssy2009	70056	1510	11
yangdan0	6	1040269480	76407	1496	41
yangdianli	1	459511001@qq.com	82060	489	41
yangjian106	5	yangjian106007	1190190	1178	181
yangjiawei123	1	801108wang	91930	715	41
yanglinmax	4	yanglinmax	230931	1652	241
yanglu888	2	bsszxx3	211154	357	31
yangsan19841019	1	zhangjiawei12146	357919	27632	41
yangshubing	4	wtl431	379977	1485	12
yangtao781015	4	yangjiayue2005	2420405	0	12
yanguigaogaogaoo	3	yangtanghui	195374	435	41
yangxiangoo7	6	zcheyls	209345	578	41
yangxiaopin898	1	xiabailin999	173373	1467	41
yangxiaoping898	1	xiabailing999	69657	1540	41
yangxudong1111	2	2291834601	198012	193	31
yangyong1975	4	wh__y02	293404	74	241
yangyun8e8	1	ybz2003	450150	1153	11
yangzhi7701	1	yangzhi7701	113879	1441	41
yangzhouboy	2	FGBL6818	276354	410	11
yanqing6156	4	yanqing6160	219199	312	12
yanxiaoron2099	6	tangwen19820614	112400	371	12
yanxiaoze0474	6	yanxiaoze0474	108785	411	12
yanyong1226	1	yanyong1220yahoo	202132	1347	11
yaojian1022	1	yaojian751022	212245	361	41
yaoyuan98	2	70383832	308606	815	31
yc830208	1	13523766	363506	799	241
ycp6799	1	641987001	299229	414	241
ydf119	1	zhkendy521	320904	4310	41
yeduzhou521	2	c398098553	61646	75	31
yeke8888	1	yeke0827	232710	975	11
yellow836	1	zhang49164916	106432	637	11
yellowmen	1	sln8388	71465	776	11
yening170	6	yening170	111786	1364	31
yepbfz1	1	kilik4010538	307402	268	12
yepbfz23	1	kilikliu2	130376	421	12
yghbxgtpj	3	hbsxgszxyy	764190	4065	12
ygk9111314	3	ygk9111314	106609	45	12
yhb2002	3	yhb2002	466544	4849	41
yhb2003	3	yhb20020828@126.com	397547	12794	41
yidu0526	4	feifei19780526	221610	1265	41
yihaimiyi	1	jsjdyoo	315228	898	241
yihuaguangwei	1	yihuaguangwei	248009	186	41
yilian5201314	4	yinian5201314	73302	437	41
yin100lei100	4	song602	81923	33	241
ying3rgai	4	wodiyipiaoshui	120369	0	11
yingjuguo	1	88652380g	311144	1432	12
yingjulin	1	88652380j	279501	596	12
yinian1982	4	yn13926038689	78192	34	241
yinlangx3	1	yinlangs6	226197	1538	241
yinlei100	4	1769266	561621	275	241
yinliang	1	luoma2001210	334127	798	241
yixieqingyi	6	yixieqingyi	144936	75	241
yiyin66	5	fengtiaoyushun.4shao	154595	823	31
yjscfpl	5	wjllyq_004	289997	2215	41
yjz886	3	057763512871	396073	665	241
ylw_ylw	3	duwuchangkong	536479	15171	12
ylx_98306	3	yilixin196992	269870	1787	11
yn_snow	5	1424517	74847	739	12
ynhhlm	1	fansigeren8896	60574	512	41
ynhjzh	3	ynhjzh	210075	1212	241
ynkpbxq	1	wq0405@sina.com	303492	1461	41
ynsnow	5	1323404	143852	392	12
ynw_lxl_ykx	3	caohua801001	156855	136	11
ynzxdc	4	zds101010	225833	1048	41
yongli3801	2	yongli8688	262092	321	31
yongsheng1234	1	mawenyuemm7	76381	646	41
yongtown	6	602282872	189344	3972	41
ypl342	6	guandao0710	56251	1296	241
yqm2007	1	yqm10100	163499	4496	12
ysy0303	1	stoneeegggg	136909	190	11
ytbihss	1	ytbihss2008_60	113489	68	41
ythndj008	5	8876907	104467	446	12
ytmeng	2	ytmeng	99830	104	31
ytmywy	2	ytmywy	87330	462	31
yuan7403520	6	aa4226015	358305	226	41
yuanluming001520	1	yuan001520	154770	2080	11
yuanxk1209	3	13508851679	272668	195	241
yuanyi88	3	2008118002	114601	120	41
yuanyouping	1	tingfengsuiyun	532008	2500	11
yuanyuweixi	6	yuanyuweixi99999	111119	929	241
yuaopeng_hip	2	yap002_hip	305756	9923	31
yuechangyuan123	1	yuechangyuan009	96794	295	41
yuelinxiaozi	3	bing88012317	203566	365	12
yuewuxia2005	1	hf850927hjx	393920	1735	241
yuewuxia2006	1	xtmc1234	75827	722	241
yueyuan_cb	2	yueyuankunlun	347018	1297	181
yuhengdong	2	xuchongbo10	396890	1483	31
yulin41339	2	chrisrose	149640	1353	31
yunbaobao521	2	liuzhenhua19810218	181797	1425	31
yunhuang	1	mzhi1986	118881	1194	12
yunnandali	4	browsliang0002	348649	15	241
yunzhongmanbu1	2	83145002wszcy	108412	4857	31
yuya0406	1	yuya0407	95721	31	11
yuyi345	1	yuyi345	185190	3908	241
yuyong11131	2	iscd2010	184082	401	31
yuyu123455	5	haibo68	298212	687	31
yuyue648	6	dugujian01	114980	615	11
yuyuyiren	5	huimouruyan	140985	1756	41
yuzeliulan	1	yuzeailiulan	599514	42	11
yuzhong007	1	bada_clans3	183409	293	12
ywy51344	2	411603416	848819	11965	31
yx19651028_2006	6	yx19651028_2006	400079	15400	241
yxdcj123	1	965982219	65017	272	41
yxdjx55	2	yx4940058	192096	1585	12
yxy1983227	2	xy1967211	288899	504	31
yxzxy01	3	tuyizui99	261128	1910	241
yxzxy02	3	tuyizui9	71549	1574	241
yxzxy04	6	cws1983215	164726	437	241
yy20061030	2	ydhydh0088	741579	37116	31
yy88yanglili	2	yy88yanglili	258564	404	31
yyczzz	1	yyczzz4	74372	1494	41
yyczzz3	1	yyczzz5	210071	1497	41
yyh2005mynumber	6	yyh2009mynumber	111385	1778	41
yytice	1	2710191	350447	802	241
yyx147852369	3	lsbth78096	260919	111	41
yzycaoyang	1	yzycaoyangtt	366042	79285	12
z5224834y123	1	gawanghmmm	76854	573	41
zachyzu	3	zachyzu	195488	5442	12
zai_yw	1	zai_ywcn	130883	1354	41
zaishengjianxia	2	zaishengjianxia0	691850	26709	31
zaj1972	1	zaj1972	304695	257	241
zaosuangddd	3	caohua1230	116394	448	11
zb135613	6	woaixys5865507	113416	449	41
zcliwei	1	200898145	225480	1500	12
zcmsr2005	2	zcmsr2009	429688	4860	31
zcymz2008	1	XMLZ528	971854	790	41
zdjmh111	4	zdjmh111	101169	3979	241
zdxmmmm	1	zdxmm1938@sina.com	503971	1230	11
zebie8963	5	zebie	313330	1634	31
zei8674755	1	baibuweiv808	159285	416	41
zengbaoqian	1	zbq2003@tom.com	60954	1054	11
zengqing2005	1	xyzz888999	345586	903	41
zengye007	4	renxuecanhua	98037	226	41
zerozk12	4	jsye7	239042	1381	11
zfs1984	4	anty1989	420501	2329	241
zgf5201314	4	939333578	414630	29	41
zgkj200401	1	ZGKJ200901	384055	6063	241
zgkj2004038	1	ZGKJ2009038	76863	1453	241
zgwrx912	3	zgwrx1976	137701	1422	41
zgy123	1	zgyshlzly1	237210	29	41
zh1_ju1_001	4	zh1_ju1_001	534693	7239	41
zhanchenwu	4	zhanchenwu888	257543	1441	41
zhang10016	6	zhang_10018	369398	8500	41
zhang19740603	4	zds202071	193509	338	41
zhang416722	2	yangxiu722401	76488	191	31
zhang5168011	1	wgijwguw1111	90317	958	11
zhangaihua521521	5	zhangaihua521521	117695	1082	31
zhangchen_888	3	chenjie_6101	2939005	3300	12
zhangdashu	1	693215883	264356	450	41
zhanghongwei_001	5	jiangyuefan001	736158	23820	31
zhanghuan333	1	zangxixi666	443746	4387	12
zhanghui1104	6	menzuo10	155844	559	11
zhangjie0523	4	jiaojiao79052202	118330	1255	11
zhangle1984	5	zxm15889	127160	1474	31
zhangli0714	1	qcdls0325	1015891	2683	41
zhanglj	5	jianxiashijie2203	107394	2815	181
zhangpan60	4	ch190992053	172513	160	41
zhangpeng5260	1	15085302800	163442	359	241
zhangtong2004	1	zhangtong20092	256557	1440	11
zhangxianguang	1	zxg791@yahoo.com.cn	131360	328	12
zhangxin1008	1	datu171	919925	838	241
zhangxing369	1	conquer801117	770509	0	12
zhangyanqing999	1	xiaopingxlcy	136596	1242	41
zhangzhengjie802	1	duerliuli2	293745	1286	41
zhangzhi_1882008	6	yangguang_2009	195083	901	41
zhanshen1010	2	byycj1	135163	43	31
zhaohuier1	1	chenqunxing04	124384	1021	11
zhaohuier2	1	chenqunxing10	131594	213	11
zhaojunzhu	2	zhaolu13503688708	312281	1642	31
zhaokexiang1215	3	zhaokexiang1215@126.com	667292	8521	41
zhaoleqiang1982	2	muxuxiang01	119086	179	31
zhaoliang7788	4	axx7519	304435	450	12
zhaomei2000	4	4220507802	78488	1548	11
zhaoyongwei1980	2	zhaotao722000@yahoo.com	111482	78	31
zhaoyun002	1	2004051243	271454	1029	11
zhbsunli	6	yangshaodong01	181872	1300	241
zheng5188	4	wl1208@yahoo.com.cn	292782	48249	41
zhengguanli	6	szfszf7878	168995	947	12
zhengguoren2005	3	zhengguoren21369349	98172	1449	12
zhengmin123123	1	rukawa3492	70134	320	41
zhengsili	3	ctdcai01	200792	413	241
zhengsongbo1973	4	zhengsongbo1973	247582	224	41
zhihuhark	6	9440013	299656	1280	41
zhizuijinmi1	1	guoying20051008	105606	352	241
zhjly100	3	zhjly108	287917	1500	41
zhk19820	5	gchok	358333	564	31
zhl663	1	zhong277	204858	784	11
zhlixx	2	hanmeng15	167248	42	31
zhongku520	4	zhongku_520	139586	280	12
zhongyu911	6	zhongyu911	287420	456	241
zhou420518	1	z420518	64272	168	12
zhou5433345	6	91540004	88679	220	41
zhouguoqiang	4	zds10106	209086	1396	241
zhouliang222114	1	yangxiaoyan510	99630	358	41
zhourl	6	zhourljxsj	219803	1032	12
zhousanzang	1	zxy82501	80418	371	11
zhouwenpu_712	1	zhouwenpu_712	404757	181	11
zhouye20928898	1	jianxia19810924	110591	687	12
zhouye824925	1	wuliaolaozhou	519729	2750	12
zhouyulang	1	zhouyu08	93592	1177	41
zhouzeyu	6	zhouzeyujxsj	225201	5836	12
zhp13882529455	6	dong514035yu	108341	671	41
zhp7706	4	zhp7706	134757	1261	11
zhr20001980	1	ry19751980	200210	1481	12
zhuhappy	4	leemar98	105900	1146	41
zhujianlin99	3	jhljhl1989	290577	846	41
zhuming0mg	4	13917688212	401980	1590	12
zhuqi001	1	maomin2531	286494	1808	12
zhutao789	6	wwwaifei527com	132489	1499	241
zhuweiliang	3	feeldy1031	129525	1447	12
zhuxiouchun	4	zds101014	259095	429	41
zhuye_001	5	zhuye_001	412250	1451	181
zhuzhuhappy	4	leemar88	325024	1253	41
zhx159753	1	ZHX159753	242276	535	41
zhx850710	1	wuqing678888	70915	1488	241
zhyc555	4	sxzxlxs_20080810	196518	270	41
zhzs990304	2	xiajian654321	55845	799	31
zilvqinglan	2	xueyuwenwl	142095	824	31
zj19700520	1	dengyuqian05	225531	1486	41
zjclyc	3	cwpdyxcwp2	203843	513	41
zjclycdxh	3	zjclycdbb	216091	209	41
zjly677918	4	zj677918	101126	1289	41
zjm1991421	4	zds202064	91467	324	11
zjs0306	5	zjszjs0306	72663	2258	241
zjzj84812	1	yuya0409	216805	800	11
zla_sun	1	tdtd20091198	198581	53053	12
zlc1977	4	aweifa2	207046	856	41
zld777	1	17691064@QQ.com	461712	4636	11
zle34882093	6	aa76732694	195314	320	11
zll800613	2	zllin8006	105892	264	31
zlx13807231093	3	cd100608573	156358	416	41
zmj840305	1	zmbyjb	72771	388	12
zms165	1	lmh1169	368117	505	11
zo3602263	1	zo3618188	146911	295	11
zoco2000	1	zocoliuqing	105483	898	41
zoupeiyong	1	23k58	98810	2176	11
zp5876679	1	zp5876679012	185960	2183	41
zpgdyy	5	gaiyanxin0317	173320	19	12
zppkl217	1	zpdcwax	417165	59216	12
zqhyyko	4	20090328	232708	199	41
zrswudangjianke	6	niuniuwanjx02	57186	27	11
zsf8752365	6	xueyun1982@yahoo.com	168159	363	241
zsptxfy	1	zspttlf2	680963	2921	12
zstwjpk	4	yztwj520	595726	2187	241
ztj066339	1	TT289891512	298785	1500	241
zts527	2	wws5d6d	219649	157	41
zuikeke	1	30343339	354412	295	11
zuoyib	1	zuoyib	228007	2959	12
zwp898	1	gxy314414	108395	269	241
zws7912071	1	yang8211755	100748	472	241
zx0510	2	zhangxiaoxiaozhang02	165493	175	31
zxbsir2003	1	cc70829ww6300	117710	1020	11
zxdzrnhk2004	5	hshsluo1010	493821	1339	31
zydzyc100	1	liukai3456	493150	304	31
zyf1212	1	zyf1212	158001	2091	41
zygcwgh	5	chirongfei2008	189481	463	31
zyq6451	1	zyqzxz11	537857	5453	241
zyr1132	2	36792650	111736	1524	31
zysno_04	4	fishno@03	322735	1502	41
zyzbczy	3	828lxr2	208075	737	12
zz880329	1	zhh19600831	192626	76	241
zz_xx_zxcv	3	lxf01144	146685	397	11
zzllyy0010	2	wwttyy2009	244644	1416	11
zzq198579	2	zzq1985790	110207	262	31
zzsod001	1	hefeng116801413@qq.com	198231	154	11
zzszzsxr	2	zzs2009zzs	406315	1259	31
zzt1984	1	chaozhoungd	371417	157	41
zzxgjgwy	4	zzxyjs	122481	498	241
爱在斌枫	4	2322zhutou	440419	3046	41
霸江北	1	woaizhangyan121212	196244	1235	11
翠冰心	3	yzl148173771yy	233077	4740	11
大罗杰	4	ssswyyys	401955	1409	41
丁志明	1	slg51884812	477370	841	241
断鸿声里江南游子	1	cutebaby666	468566	1497	12
法无边	1	abop5710	235430	1308	241
